,current_state,go_in_elevator_time,go_out_elevator_time,goin_duration,goin_rollback_duration,goout_duration,robot_id,trip_id,date
200,go out elevator,2020-01-19 15:58:48.067,2020-01-19 15:59:13.115,14.345,,9.121,,51,2020-01-19 15:58:48.067
201,go out elevator,2020-01-19 16:00:55.225,2020-01-19 16:01:32.278,13.805,,9.441,,52,2020-01-19 16:00:55.225
202,go in elevator,2020-01-19 16:03:22.499,,,16.385,,,53,2020-01-19 16:03:22.499
203,go out elevator,2020-01-19 16:04:54.621,2020-01-19 16:05:18.660,13.662,,10.243,,53,2020-01-19 16:04:54.621
204,go out elevator,2020-01-19 16:06:50.752,2020-01-19 16:07:34.815,13.355,,11.056,,54,2020-01-19 16:06:50.752
205,go out elevator,2020-01-19 16:09:27.945,2020-01-19 16:09:51.987,13.885,,9.62,,55,2020-01-19 16:09:27.945
206,go in elevator,2020-01-19 16:19:26.547,,,19.885,,,57,2020-01-19 16:19:26.547
207,go in elevator,2020-01-19 16:20:27.610,,,3.7560000000000002,,,57,2020-01-19 16:20:27.610
208,go in elevator,2020-01-19 16:21:34.690,,,4.12,,,57,2020-01-19 16:21:34.690
209,go out elevator,2020-01-19 16:22:47.801,2020-01-19 16:23:12.844,13.154,,11.341,,57,2020-01-19 16:22:47.801
210,go out elevator,2020-01-19 16:24:42.959,2020-01-19 16:25:09.004,14.543,,9.721,,58,2020-01-19 16:24:42.959
211,go in elevator,2020-01-19 16:26:20.081,,,18.519,,,59,2020-01-19 16:26:20.081
212,go out elevator,2020-01-19 16:27:27.166,2020-01-19 16:27:51.207,13.534,,11.024,,59,2020-01-19 16:27:27.166
213,go out elevator,2020-01-19 16:28:52.285,2020-01-19 16:29:27.341,15.289,,9.773,,60,2020-01-19 16:28:52.285
214,go out elevator,2020-01-19 16:31:10.448,2020-01-19 16:31:34.497,13.368,,11.242,,61,2020-01-19 16:31:10.448
215,go out elevator,2020-01-19 16:32:32.573,2020-01-19 16:32:58.617,14.292,,9.342,,62,2020-01-19 16:32:32.573
216,go out elevator,2020-01-19 16:34:23.875,2020-01-19 16:34:48.928,13.866,,10.701,,63,2020-01-19 16:34:23.875
217,go out elevator,2020-01-19 16:35:49.990,2020-01-19 16:36:15.031,13.850999999999999,,9.016,,64,2020-01-19 16:35:49.990
218,go out elevator,2020-01-19 16:37:38.188,2020-01-19 16:38:05.233,14.094,,10.358,,65,2020-01-19 16:37:38.188
219,go out elevator,2020-01-19 16:39:06.357,2020-01-19 16:39:31.403,14.009,,9.675,,66,2020-01-19 16:39:06.357
220,go out elevator,2020-01-19 16:40:57.489,2020-01-19 16:41:22.535,14.368,,10.951,,67,2020-01-19 16:40:57.489
221,go in elevator,2020-01-19 16:42:39.623,,,50.961,,,68,2020-01-19 16:42:39.623
222,go out elevator,2020-01-19 16:45:01.789,2020-01-19 16:45:26.829,14.256,,10.042,,68,2020-01-19 16:45:01.789
223,go out elevator,2020-01-19 16:46:50.946,2020-01-19 16:47:15.989,13.599,,10.636,,69,2020-01-19 16:46:50.946
224,go out elevator,2020-01-19 16:48:44.104,2020-01-19 16:49:09.154,13.296,,10.639,,70,2020-01-19 16:48:44.104
225,go out elevator,2020-01-19 16:50:49.255,2020-01-19 16:51:14.306,13.842,,10.425,,71,2020-01-19 16:50:49.255
226,go out elevator,2020-01-19 16:52:15.390,2020-01-19 16:52:40.446,13.77,,9.152,,72,2020-01-19 16:52:15.390
227,go out elevator,2020-01-19 16:54:04.549,2020-01-19 16:54:32.590,13.675,,11.477,,73,2020-01-19 16:54:04.549
228,go out elevator,2020-01-19 16:56:25.838,2020-01-19 16:57:05.945,14.227,,10.075,,74,2020-01-19 16:56:25.838
229,go out elevator,2020-01-19 16:58:26.041,2020-01-19 16:58:51.085,14.478,,11.826,,75,2020-01-19 16:58:26.041
230,go out elevator,2020-01-20 14:41:17.611,2020-01-20 14:41:44.701,15.58,,8.971,EVT6-2-10,0,2020-01-20 14:41:17.611
231,go out elevator,2020-01-20 14:43:13.792,2020-01-20 14:43:40.829,15.493,,9.849,EVT6-2-10,1,2020-01-20 14:43:13.792
232,go out elevator,2020-01-20 15:47:59.366,2020-01-20 15:48:50.437,20.918,,8.093,EVT6-2-12,2,2020-01-20 15:47:59.366
233,go in elevator,2020-01-20 15:57:31.377,,,15.9,,EVT6-2-12,3,2020-01-20 15:57:31.377
234,go out elevator,2020-01-20 15:58:37.462,2020-01-20 15:59:07.518,14.94,,10.744,EVT6-2-12,3,2020-01-20 15:58:37.462
235,go out elevator,2020-01-20 14:04:51.214,2020-01-20 14:05:23.253,15.867,,8.715,EVT6-2-16,23,2020-01-20 14:04:51.214
236,go out elevator,2020-01-20 14:08:50.433,2020-01-20 14:09:36.506,14.561,,10.839,EVT6-2-16,24,2020-01-20 14:08:50.433
237,go out elevator,2020-01-20 14:10:26.574,2020-01-20 14:10:57.618,14.474,,8.712,EVT6-2-16,25,2020-01-20 14:10:26.574
238,go out elevator,2020-01-20 14:19:22.992,2020-01-20 14:20:09.078,15.498,,10.975,EVT6-2-16,26,2020-01-20 14:19:22.992
239,go out elevator,2020-01-20 14:20:50.142,2020-01-20 14:21:24.188,18.024,,9.751,EVT6-2-16,27,2020-01-20 14:20:50.142
240,go out elevator,2020-01-20 14:23:23.310,2020-01-20 14:23:53.365,14.539,,11.191,EVT6-2-16,28,2020-01-20 14:23:23.310
241,go out elevator,2020-01-20 14:25:04.467,2020-01-20 14:25:52.517,16.602,,8.850999999999999,EVT6-2-16,29,2020-01-20 14:25:04.467
242,go in elevator,2020-01-20 14:38:09.297,,,58.85,,EVT6-2-16,30,2020-01-20 14:38:09.297
243,go out elevator,2020-01-20 15:01:16.511,2020-01-20 15:02:13.575,19.027,,8.931000000000001,EVT6-2-16,30,2020-01-20 15:01:16.511
244,go out elevator,2020-01-20 15:09:06.966,2020-01-20 15:09:38.007,15.269,,10.721,EVT6-2-16,31,2020-01-20 15:09:06.966
245,go out elevator,2020-01-20 15:10:16.081,2020-01-20 15:10:48.119,16.227,,9.317,EVT6-2-16,32,2020-01-20 15:10:16.081
246,go out elevator,2020-01-20 15:12:58.247,2020-01-20 15:13:27.488,13.836,,10.232,EVT6-2-16,33,2020-01-20 15:12:58.247
247,go out elevator,2020-01-20 15:14:29.574,2020-01-20 15:15:01.619,16.145,,9.138,EVT6-2-16,34,2020-01-20 15:14:29.574
248,go out elevator,2020-01-20 15:17:06.726,2020-01-20 15:17:36.770,14.29,,10.841,EVT6-2-16,35,2020-01-20 15:17:06.726
249,go out elevator,2020-01-20 15:18:44.985,2020-01-20 15:19:16.025,14.733,,8.641,EVT6-2-16,36,2020-01-20 15:18:44.985
250,go out elevator,2020-01-20 15:21:12.235,2020-01-20 15:21:41.273,14.014,,12.249,EVT6-2-16,37,2020-01-20 15:21:12.235
251,go out elevator,2020-01-20 15:22:23.332,2020-01-20 15:22:56.373,16.416,,8.537,EVT6-2-16,38,2020-01-20 15:22:23.332
252,go out elevator,2020-01-20 15:24:53.488,2020-01-20 15:25:23.521,14.459,,13.583,EVT6-2-16,39,2020-01-20 15:24:53.488
253,go out elevator,2020-01-20 15:26:06.579,2020-01-20 15:26:37.623,14.941,,9.15,EVT6-2-16,40,2020-01-20 15:26:06.579
254,go out elevator,2020-01-20 15:32:15.927,2020-01-20 15:32:46.012,14.736,,11.198,EVT6-2-16,41,2020-01-20 15:32:15.927
255,go out elevator,2020-01-20 15:33:26.076,2020-01-20 15:33:58.115,15.308,,8.117,EVT6-2-16,42,2020-01-20 15:33:26.076
256,go out elevator,2020-01-20 15:35:58.201,2020-01-20 15:36:28.243,14.473,,10.89,EVT6-2-16,43,2020-01-20 15:35:58.201
257,go out elevator,2020-01-20 15:37:13.316,2020-01-20 15:37:48.364,18.54,,8.775,EVT6-2-16,44,2020-01-20 15:37:13.316
258,go out elevator,2020-01-20 15:39:45.459,2020-01-20 15:40:15.503,13.989,,10.304,EVT6-2-16,45,2020-01-20 15:39:45.459
259,go out elevator,2020-01-20 15:41:14.640,2020-01-20 15:41:47.685,16.328,,8.254,EVT6-2-16,46,2020-01-20 15:41:14.640
260,go out elevator,2020-01-20 15:43:48.836,2020-01-20 15:44:17.921,13.923,,11.139,EVT6-2-16,47,2020-01-20 15:43:48.836
261,go out elevator,2020-01-20 15:45:26.998,2020-01-20 15:46:00.036,16.411,,8.152,EVT6-2-16,48,2020-01-20 15:45:26.998
262,go out elevator,2020-01-20 15:49:17.497,2020-01-20 15:49:46.593,13.525,,10.276,EVT6-2-16,49,2020-01-20 15:49:17.497
263,go out elevator,2020-01-20 15:52:22.846,2020-01-20 15:52:54.957,15.288,,8.573,EVT6-2-16,50,2020-01-20 15:52:22.846
264,go out elevator,2020-01-20 15:54:49.092,2020-01-20 15:55:18.156,13.889,,15.586,EVT6-2-16,51,2020-01-20 15:54:49.092
265,go out elevator,2020-01-20 15:56:02.220,2020-01-20 15:56:42.290,23.631,,20.802,EVT6-2-16,52,2020-01-20 15:56:02.220
266,go out elevator,2020-01-20 15:59:43.598,2020-01-20 16:00:13.647,14.8,,10.911,EVT6-2-16,53,2020-01-20 15:59:43.598
267,go out elevator,2020-01-20 16:02:35.785,2020-01-20 16:03:07.836,14.987,,9.264,EVT6-2-16,54,2020-01-20 16:02:35.785
268,go out elevator,2020-01-20 16:05:02.945,2020-01-20 16:05:32.979,15.449,,11.58,EVT6-2-16,55,2020-01-20 16:05:02.945
269,go out elevator,2020-01-20 16:09:47.187,2020-01-20 16:10:19.229,15.438,,9.279,EVT6-2-16,56,2020-01-20 16:09:47.187
270,go out elevator,2020-01-20 16:12:14.493,2020-01-20 16:12:43.533,14.03,,11.076,EVT6-2-16,57,2020-01-20 16:12:14.493
271,go out elevator,2020-01-20 16:13:23.602,2020-01-20 16:13:56.646,16.646,,8.596,EVT6-2-16,58,2020-01-20 16:13:23.602
272,go out elevator,2020-01-20 16:15:50.762,2020-01-20 16:16:20.804,14.396,,10.708,EVT6-2-16,59,2020-01-20 16:15:50.762
273,go in elevator,2020-01-20 16:17:00.867,,,27.569,,EVT6-2-16,60,2020-01-20 16:17:00.867
274,go out elevator,2020-01-20 16:23:48.272,2020-01-20 16:24:21.320,16.679,,9.059,EVT6-2-16,60,2020-01-20 16:23:48.272
275,go out elevator,2020-01-20 16:30:47.749,2020-01-20 16:31:31.797,14.088,,10.823,EVT6-2-16,61,2020-01-20 16:30:47.749
276,go out elevator,2020-01-20 16:32:46.888,2020-01-20 16:33:33.945,15.707,,8.902,EVT6-2-16,62,2020-01-20 16:32:46.888
277,go out elevator,2020-01-20 16:35:28.130,2020-01-20 16:36:14.183,15.206,,10.092,EVT6-2-16,63,2020-01-20 16:35:28.130
278,go out elevator,2020-01-20 16:37:31.286,2020-01-20 16:38:02.379,15.059,,8.93,EVT6-2-16,64,2020-01-20 16:37:31.286
279,go out elevator,2020-01-20 16:39:55.496,2020-01-20 16:40:37.539,14.207,,9.765,EVT6-2-16,65,2020-01-20 16:39:55.496
280,go out elevator,2020-01-20 16:41:31.664,2020-01-20 16:42:03.728,16.107,,8.845,EVT6-2-16,66,2020-01-20 16:41:31.664
281,go out elevator,2020-01-20 16:43:51.844,2020-01-20 16:44:21.893,13.909,,9.686,EVT6-2-16,67,2020-01-20 16:43:51.844
282,go out elevator,2020-01-20 16:48:36.133,2020-01-20 16:49:09.175,16.304,,8.165,EVT6-2-16,68,2020-01-20 16:48:36.133
283,go out elevator,2020-01-20 16:51:21.283,2020-01-20 16:51:51.320,14.844,,10.591,EVT6-2-16,69,2020-01-20 16:51:21.283
284,go out elevator,2020-01-20 16:52:31.376,2020-01-20 16:53:03.415,15.756,,8.561,EVT6-2-16,70,2020-01-20 16:52:31.376
285,go out elevator,2020-01-20 16:54:55.516,2020-01-20 16:55:25.554,14.885,,10.72,EVT6-2-16,71,2020-01-20 16:54:55.516
286,go out elevator,2020-01-20 16:56:51.720,2020-01-20 16:57:22.762,14.915,,8.832,EVT6-2-16,72,2020-01-20 16:56:51.720
287,go out elevator,2020-01-20 16:59:22.870,2020-01-20 16:59:51.966,13.638,,10.931000000000001,EVT6-2-16,73,2020-01-20 16:59:22.870
288,go out elevator,2020-01-20 17:02:27.093,2020-01-20 17:02:59.146,15.214,,8.713,EVT6-2-16,74,2020-01-20 17:02:27.093
289,go out elevator,2020-01-20 17:04:55.276,2020-01-20 17:05:25.314,14.46,,10.068,EVT6-2-16,75,2020-01-20 17:04:55.276
290,go out elevator,2020-01-20 17:06:29.498,2020-01-20 17:07:01.546,16.003,,9.026,EVT6-2-16,76,2020-01-20 17:06:29.498
291,go out elevator,2020-01-20 17:09:00.660,2020-01-20 17:09:29.817,13.65,,10.568999999999999,EVT6-2-16,77,2020-01-20 17:09:00.660
292,go out elevator,2020-01-20 17:10:08.882,2020-01-20 17:10:40.924,14.918,,8.174,EVT6-2-16,78,2020-01-20 17:10:08.882
293,go out elevator,2020-01-20 17:12:41.154,2020-01-20 17:13:11.200,14.952,,10.765,EVT6-2-16,79,2020-01-20 17:12:41.154
294,go out elevator,2020-01-20 17:13:50.266,2020-01-20 17:14:22.313,15.822,,8.517,EVT6-2-16,80,2020-01-20 17:13:50.266
295,go out elevator,2020-01-20 17:16:18.411,2020-01-20 17:16:48.455,14.098,,9.777,EVT6-2-16,81,2020-01-20 17:16:18.411
296,go out elevator,2020-01-20 17:17:27.528,2020-01-20 17:17:59.572,15.723,,9.024,EVT6-2-16,82,2020-01-20 17:17:27.528
297,go out elevator,2020-01-20 17:38:46.458,2020-01-20 17:39:17.542,15.777,,10.437,EVT6-2-16,83,2020-01-20 17:38:46.458
298,go out elevator,2020-01-20 17:39:57.613,2020-01-20 17:40:29.646,15.71,,10.506,EVT6-2-16,84,2020-01-20 17:39:57.613
299,go out elevator,2020-01-20 17:42:24.949,2020-01-20 17:42:56.049,15.567,,10.865,EVT6-2-16,85,2020-01-20 17:42:24.949
300,go out elevator,2020-01-20 17:43:36.193,2020-01-20 17:44:08.276,15.685,,8.645,EVT6-2-16,86,2020-01-20 17:43:36.193
301,go out elevator,2020-01-20 17:45:56.435,2020-01-20 17:46:40.499,14.922,,10.821,EVT6-2-16,87,2020-01-20 17:45:56.435
302,go out elevator,2020-01-20 17:47:29.575,2020-01-20 17:48:01.675,15.237,,8.568,EVT6-2-16,88,2020-01-20 17:47:29.575
303,go out elevator,2020-01-20 15:03:58.701,2020-01-20 15:04:30.752,15.829,,7.764,EVT6-2-17,0,2020-01-20 15:03:58.701
304,go out elevator,2020-01-20 13:51:35.484,2020-01-20 13:52:06.578,14.629,,8.725,EVT6-2-18,38,2020-01-20 13:51:35.484
305,go out elevator,2020-01-20 13:54:01.868,2020-01-20 13:54:31.917,14.191,,9.638,EVT6-2-18,39,2020-01-20 13:54:01.868
306,go out elevator,2020-01-20 13:55:10.981,2020-01-20 13:55:42.442,15.134,,8.826,EVT6-2-18,40,2020-01-20 13:55:10.981
307,go out elevator,2020-01-20 13:57:58.571,2020-01-20 13:58:27.612,13.213,,9.658,EVT6-2-18,41,2020-01-20 13:57:58.571
308,go out elevator,2020-01-20 13:59:06.731,2020-01-20 13:59:38.776,15.73,,8.331,EVT6-2-18,42,2020-01-20 13:59:06.731
309,go out elevator,2020-01-20 14:01:34.890,2020-01-20 14:02:17.944,14.247,,9.809,EVT6-2-18,43,2020-01-20 14:01:34.890
310,go out elevator,2020-01-20 14:03:46.093,2020-01-20 14:04:17.141,15.012,,8.88,EVT6-2-18,44,2020-01-20 14:03:46.093
311,go out elevator,2020-01-20 17:06:00.390,2020-01-20 17:06:29.450,13.761,,10.406,EVT6-2-18,45,2020-01-20 17:06:00.390
312,go out elevator,2020-01-20 13:50:40.355,2020-01-20 13:51:11.411,14.709,,8.007,EVT6-2-22,42,2020-01-20 13:50:40.355
313,go out elevator,2020-01-20 13:54:52.810,2020-01-20 13:55:21.850,14.282,,7.981,EVT6-2-22,43,2020-01-20 13:54:52.810
314,go out elevator,2020-01-20 13:57:21.696,2020-01-20 13:57:46.740,14.961,,8.8,EVT6-2-22,44,2020-01-20 13:57:21.696
315,go out elevator,2020-01-20 14:01:00.943,2020-01-20 14:01:27.989,16.466,,10.07,EVT6-2-22,45,2020-01-20 14:01:00.943
316,go out elevator,2020-01-20 14:04:47.336,2020-01-20 14:05:12.377,14.881,,8.473,EVT6-2-22,46,2020-01-20 14:04:47.336
317,go out elevator,2020-01-20 14:06:43.471,2020-01-20 14:07:07.515,14.345,,8.167,EVT6-2-22,47,2020-01-20 14:06:43.471
318,go out elevator,2020-01-20 14:08:54.646,2020-01-20 14:09:19.686,14.063,,7.88,EVT6-2-22,48,2020-01-20 14:08:54.646
319,go in elevator,2020-01-20 14:11:08.803,,,9.382,,EVT6-2-22,49,2020-01-20 14:11:08.803
320,go out elevator,2020-01-20 14:11:58.875,2020-01-20 14:12:22.912,13.699,,7.518,EVT6-2-22,49,2020-01-20 14:11:58.875
321,go out elevator,2020-01-20 14:14:15.080,2020-01-20 14:14:39.124,13.626,,7.592,EVT6-2-22,50,2020-01-20 14:14:15.080
322,go out elevator,2020-01-20 14:16:49.233,2020-01-20 14:17:14.320,14.519,,8.349,EVT6-2-22,51,2020-01-20 14:16:49.233
323,go out elevator,2020-01-20 14:18:59.422,2020-01-20 14:19:24.462,14.843,,8.651,EVT6-2-22,52,2020-01-20 14:18:59.422
324,go out elevator,2020-01-20 14:21:19.559,2020-01-20 14:21:44.601,14.181,,7.073,EVT6-2-22,53,2020-01-20 14:21:19.559
325,go out elevator,2020-01-20 14:24:02.737,2020-01-20 14:24:27.774,14.613,,8.785,EVT6-2-22,54,2020-01-20 14:24:02.737
326,go out elevator,2020-01-20 14:26:31.912,2020-01-20 14:26:58.954,17.113,,7.808,EVT6-2-22,55,2020-01-20 14:26:31.912
327,go out elevator,2020-01-20 14:28:35.216,2020-01-20 14:29:03.265,17.445,,7.719,EVT6-2-22,56,2020-01-20 14:28:35.216
328,go out elevator,2020-01-20 14:30:56.380,2020-01-20 14:31:20.434,13.672,,7.37,EVT6-2-22,57,2020-01-20 14:30:56.380
329,go out elevator,2020-01-20 14:33:07.555,2020-01-20 14:33:31.597,13.475999999999999,,7.873,EVT6-2-22,58,2020-01-20 14:33:07.555
330,go out elevator,2020-01-20 14:35:12.715,2020-01-20 14:35:37.743,14.246,,7.012,EVT6-2-22,59,2020-01-20 14:35:12.715
331,go out elevator,2020-01-20 14:37:22.921,2020-01-20 14:37:51.973,18.177,,7.678,EVT6-2-22,60,2020-01-20 14:37:22.921
332,go out elevator,2020-01-20 14:39:56.211,2020-01-20 14:40:20.255,13.986,,8.064,EVT6-2-22,61,2020-01-20 14:39:56.211
333,go out elevator,2020-01-20 14:42:37.389,2020-01-20 14:43:02.432,14.236,,7.966,EVT6-2-22,62,2020-01-20 14:42:37.389
334,go in elevator,2020-01-20 14:44:27.534,,,14.175,,EVT6-2-22,63,2020-01-20 14:44:27.534
335,go out elevator,2020-01-20 14:45:25.611,2020-01-20 14:45:50.644,14.473,,7.86,EVT6-2-22,63,2020-01-20 14:45:25.611
336,go out elevator,2020-01-20 14:47:37.972,2020-01-20 14:48:05.019,16.818,,8.084,EVT6-2-22,64,2020-01-20 14:47:37.972
337,go out elevator,2020-01-20 14:49:43.127,2020-01-20 14:50:11.169,17.64,,7.75,EVT6-2-22,65,2020-01-20 14:49:43.127
338,go out elevator,2020-01-20 14:52:23.294,2020-01-20 14:52:49.333,15.252,,8.057,EVT6-2-22,66,2020-01-20 14:52:23.294
339,go out elevator,2020-01-20 14:54:48.446,2020-01-20 14:55:13.491,14.865,,8.077,EVT6-2-22,67,2020-01-20 14:54:48.446
340,go out elevator,2020-01-20 14:57:13.598,2020-01-20 14:57:37.639,13.207,,7.316,EVT6-2-22,68,2020-01-20 14:57:13.598
341,go out elevator,2020-01-20 14:59:55.775,2020-01-20 15:00:20.810,14.404,,7.218,EVT6-2-22,69,2020-01-20 14:59:55.775
342,go out elevator,2020-01-20 15:02:25.930,2020-01-20 15:02:54.974,16.119,,7.848,EVT6-2-22,70,2020-01-20 15:02:25.930
343,go out elevator,2020-01-20 15:04:42.093,2020-01-20 15:05:06.287,13.549,,7.328,EVT6-2-22,71,2020-01-20 15:04:42.093
344,go out elevator,2020-01-20 15:07:23.401,2020-01-20 15:07:48.440,14.885,,8.954,EVT6-2-22,72,2020-01-20 15:07:23.401
345,go out elevator,2020-01-20 15:12:49.021,2020-01-20 15:13:13.060,13.807,,8.035,EVT6-2-22,74,2020-01-20 15:12:49.021
346,go out elevator,2020-01-20 15:14:30.143,2020-01-20 15:14:54.182,13.36,,7.579,EVT6-2-22,75,2020-01-20 15:14:30.143
347,go out elevator,2020-01-20 15:18:21.383,2020-01-20 15:18:45.423,13.769,,8.7,EVT6-2-22,76,2020-01-20 15:18:21.383
348,go out elevator,2020-01-20 15:20:22.635,2020-01-20 15:20:47.675,14.132,,7.168,EVT6-2-22,77,2020-01-20 15:20:22.635
349,go out elevator,2020-01-20 15:22:31.777,2020-01-20 15:22:55.812,13.786,,7.882,EVT6-2-22,78,2020-01-20 15:22:31.777
350,go out elevator,2020-01-20 15:24:13.935,2020-01-20 15:24:38.971,14.516,,7.378,EVT6-2-22,79,2020-01-20 15:24:13.935
351,go out elevator,2020-01-20 15:26:43.096,2020-01-20 15:27:10.135,16.417,,8.73,EVT6-2-22,80,2020-01-20 15:26:43.096
352,go out elevator,2020-01-20 15:28:44.239,2020-01-20 15:29:07.274,12.458,,7.481,EVT6-2-22,81,2020-01-20 15:28:44.239
353,go out elevator,2020-01-20 15:30:46.411,2020-01-20 15:31:11.447,14.732,,8.456,EVT6-2-22,82,2020-01-20 15:30:46.411
354,go in elevator,2020-01-20 15:33:18.645,,,7.751,,EVT6-2-22,83,2020-01-20 15:33:18.645
355,go out elevator,2020-01-20 15:34:05.708,2020-01-20 15:34:29.742,13.479,,7.398,EVT6-2-22,83,2020-01-20 15:34:05.708
356,go out elevator,2020-01-20 15:36:27.822,2020-01-20 15:36:53.863,15.352,,8.063,EVT6-2-22,84,2020-01-20 15:36:27.822
357,go out elevator,2020-01-20 15:38:21.011,2020-01-20 15:38:45.046,13.67,,7.608,EVT6-2-22,85,2020-01-20 15:38:21.011
358,go out elevator,2020-01-20 15:40:36.127,2020-01-20 15:41:02.168,15.04,,8.669,EVT6-2-22,86,2020-01-20 15:40:36.127
359,go out elevator,2020-01-20 15:42:34.256,2020-01-20 15:42:58.290,14.034,,8.254,EVT6-2-22,87,2020-01-20 15:42:34.256
360,go out elevator,2020-01-20 15:44:39.379,2020-01-20 15:45:04.416,14.974,,8.818,EVT6-2-22,88,2020-01-20 15:44:39.379
361,go out elevator,2020-01-20 15:46:32.490,2020-01-20 15:46:56.523,13.639,,7.288,EVT6-2-22,89,2020-01-20 15:46:32.490
362,go out elevator,2020-01-20 15:49:01.627,2020-01-20 15:49:26.668,14.975,,8.526,EVT6-2-22,90,2020-01-20 15:49:01.627
363,go out elevator,2020-01-20 15:50:45.861,2020-01-20 15:51:10.910,14.354,,7.201,EVT6-2-22,91,2020-01-20 15:50:45.861
364,go out elevator,2020-01-20 15:53:15.041,2020-01-20 15:53:41.084,15.856,,8.776,EVT6-2-22,92,2020-01-20 15:53:15.041
365,go out elevator,2020-01-20 15:55:21.191,2020-01-20 15:55:45.223,13.695,,7.325,EVT6-2-22,93,2020-01-20 15:55:21.191
366,go out elevator,2020-01-20 15:57:40.357,2020-01-20 15:58:04.401,14.166,,10.272,EVT6-2-22,94,2020-01-20 15:57:40.357
367,go in elevator,2020-01-20 15:59:27.498,,,28.163,,EVT6-2-22,95,2020-01-20 15:59:27.498
368,go out elevator,2020-01-20 16:00:53.672,2020-01-20 16:01:18.765,14.253,,7.376,EVT6-2-22,95,2020-01-20 16:00:53.672
369,go out elevator,2020-01-20 16:03:20.895,2020-01-20 16:03:44.942,14.082,,7.957,EVT6-2-22,96,2020-01-20 16:03:20.895
370,go out elevator,2020-01-20 16:06:01.078,2020-01-20 16:06:25.121,13.661,,7.717,EVT6-2-22,97,2020-01-20 16:06:01.078
371,go out elevator,2020-01-20 16:08:02.221,2020-01-20 16:08:26.260,13.536,,7.758,EVT6-2-22,98,2020-01-20 16:08:02.221
372,go out elevator,2020-01-20 16:09:58.373,2020-01-20 16:10:22.406,13.44,,7.396,EVT6-2-22,99,2020-01-20 16:09:58.373
373,go out elevator,2020-01-20 16:11:56.523,2020-01-20 16:12:20.561,13.129,,7.594,EVT6-2-22,100,2020-01-20 16:11:56.523
374,go in elevator,2020-01-20 16:14:21.724,,,17.266,,EVT6-2-22,101,2020-01-20 16:14:21.724
375,go out elevator,2020-01-20 16:15:53.815,2020-01-20 16:16:17.851,13.593,,7.514,EVT6-2-22,101,2020-01-20 16:15:53.815
376,go out elevator,2020-01-20 16:18:18.965,2020-01-20 16:18:45.006,15.887,,8.107,EVT6-2-22,102,2020-01-20 16:18:18.965
377,go out elevator,2020-01-20 16:20:31.101,2020-01-20 16:20:56.144,14.506,,7.101,EVT6-2-22,103,2020-01-20 16:20:31.101
378,go out elevator,2020-01-20 16:22:45.287,2020-01-20 16:23:09.321,13.426,,7.575,EVT6-2-22,104,2020-01-20 16:22:45.287
379,go out elevator,2020-01-20 16:25:23.444,2020-01-20 16:25:48.470,14.757,,7.71,EVT6-2-22,105,2020-01-20 16:25:23.444
380,go out elevator,2020-01-20 16:27:47.602,2020-01-20 16:28:15.643,17.886,,7.78,EVT6-2-22,106,2020-01-20 16:27:47.602
381,go out elevator,2020-01-20 16:29:49.793,2020-01-20 16:30:12.830,13.014,,7.551,EVT6-2-22,107,2020-01-20 16:29:49.793
382,go out elevator,2020-01-20 16:33:54.015,2020-01-20 16:34:20.061,15.836,,8.22,EVT6-2-22,108,2020-01-20 16:33:54.015
383,go out elevator,2020-01-20 16:36:18.556,2020-01-20 16:36:43.594,14.453,,9.066,EVT6-2-22,109,2020-01-20 16:36:18.556
384,go in elevator,2020-01-20 16:39:15.760,,,20.879,,EVT6-2-22,110,2020-01-20 16:39:15.760
385,go in elevator,2020-01-20 16:40:36.843,,,6.829,,EVT6-2-22,110,2020-01-20 16:40:36.843
386,go out elevator,2020-01-20 16:42:25.964,2020-01-20 16:42:53.017,16.837,,10.888,EVT6-2-22,110,2020-01-20 16:42:25.964
387,go out elevator,2020-01-20 16:45:29.182,2020-01-20 16:45:54.225,14.952,,7.741,EVT6-2-22,111,2020-01-20 16:45:29.182
388,go out elevator,2020-01-20 16:48:13.372,2020-01-20 16:48:38.412,14.386,,7.68,EVT6-2-22,112,2020-01-20 16:48:13.372
389,go out elevator,2020-01-20 16:50:01.494,2020-01-20 16:50:26.666,14.876,,7.423,EVT6-2-22,113,2020-01-20 16:50:01.494
390,go out elevator,2020-01-20 16:52:30.779,2020-01-20 16:52:54.815,13.487,,7.65,EVT6-2-22,114,2020-01-20 16:52:30.779
391,go out elevator,2020-01-20 16:56:01.617,2020-01-20 16:56:30.659,13.858,,11.059,EVT6-2-22,115,2020-01-20 16:56:01.617
392,go out elevator,2020-01-20 15:17:53.830,2020-01-20 15:18:23.873,14.134,,10.266,EVT6-2-3,7,2020-01-20 15:17:53.830
393,go out elevator,2020-01-20 15:19:46.079,2020-01-20 15:20:13.128,16.122,,10.047,EVT6-2-3,8,2020-01-20 15:19:46.079
394,go out elevator,2020-01-20 15:29:41.755,2020-01-20 15:30:06.792,14.954,,9.58,EVT6-2-3,9,2020-01-20 15:29:41.755
395,go out elevator,2020-01-20 15:40:24.545,2020-01-20 15:40:54.580,14.899000000000001,,10.31,EVT6-2-3,10,2020-01-20 15:40:24.545
396,go out elevator,2020-01-20 15:50:48.688,2020-01-20 15:51:34.763,15.531,,9.093,EVT6-2-3,11,2020-01-20 15:50:48.688
